Date,Mean_UV,Variance_UV
2024-11-10,14720.666666666666,565832063.5555553
2024-11-11,13556.333333333334,558735930.5555556
2024-11-12,15941.0,693117332.3333334
2024-11-13,13681.0,511540188.3333333
2024-11-14,13961.0,536486081.6666667
2024-11-15,11627.0,381172948.3333333
2024-11-16,13737.0,569748913.6666666
2024-11-17,16198.666666666666,745681406.2222223
2024-11-18,11884.666666666666,434408980.8888889
2024-11-19,10995.333333333334,453303359.5555555
2024-11-20,14073.666666666666,583008522.5555557
2024-11-21,10549.666666666666,328710631.88888884
2024-11-22,9057.666666666666,262279781.22222224
2024-11-23,10101.666666666666,302722679.8888891
2024-11-24,9309.0,271812868.3333333
2024-11-25,12215.0,457460529.6666667
2024-11-26,11748.333333333334,409776629.22222203
2024-11-27,11605.666666666666,418486487.88888884
2024-11-28,11673.666666666666,422906367.888889
2024-11-29,10052.666666666666,324738015.5555555
2024-11-30,10978.333333333334,377997783.88888884
2024-12-01,8906.666666666666,259107390.2222222
2024-12-02,6814.333333333333,155493082.5555555
2024-12-03,7159.0,166834017.66666666
2024-12-04,5549.666666666667,99291431.88888891
2024-12-05,7507.333333333333,211157770.22222218
2024-12-06,9054.666666666666,268364638.22222242
2024-12-07,7694.333333333333,197890287.88888898
2024-12-08,8995.0,279874969.6666667
2024-12-09,9563.666666666666,302063381.22222227
2024-12-10,9546.666666666666,305729022.2222224
2024-12-11,8648.0,249645408.0
2024-12-12,6839.0,153118865.66666666
2024-12-13,7505.0,214436439.0
2024-12-14,8494.666666666666,248986755.5555555
2024-12-15,6524.0,162521226.66666666
2024-12-16,7709.333333333333,220012814.22222218
2024-12-17,9049.0,277185415.0
2024-12-18,8660.333333333334,258384314.5555556
2024-12-19,9160.0,286957930.6666667
2024-12-20,9199.333333333334,289481039.5555554
2024-12-21,7022.0,189737164.0
2024-12-22,6500.333333333333,164692613.22222218
2024-12-23,6929.333333333333,162372552.88888896
2024-12-24,8372.666666666666,241715711.5555556
2024-12-25,7720.666666666667,203819359.5555555
2024-12-26,7969.666666666667,226007658.5555555
2024-12-27,7957.333333333333,222041507.5555555
2024-12-28,7902.0,217878252.0
2024-12-29,7607.333333333333,211251300.88888893
2024-12-30,8407.333333333334,240999759.55555543
2024-12-31,5305.411764705882,154317276.12456754
