Date,Mean_UV,Variance_UV
2024-09-14,22238.333333333332,771301610.5555558
2024-09-15,32489.0,1625659073.6666667
2024-09-16,37059.0,2185553529.6666665
2024-09-17,29396.666666666668,1451749092.8888884
2024-09-18,30981.666666666668,1734146743.8888881
2024-09-19,36589.333333333336,2221372344.888889
2024-09-20,24940.666666666668,1445752095.5555556
2024-09-21,13512.0,491331866.6666667
2024-09-22,18123.666666666668,568405845.2222222
2024-09-23,21327.333333333332,721248618.2222222
2024-09-24,29062.666666666668,1885195576.8888893
2024-09-25,23997.333333333332,961932307.5555555
2024-09-26,24568.333333333332,1142042599.8888896
2024-09-27,28459.0,1438214196.3333333
2024-09-28,14200.666666666666,357375626.22222215
2024-09-29,11826.333333333334,250670295.8888887
2024-09-30,24911.666666666668,1198775341.2222216
2024-10-01,16151.0,539861735.0
2024-10-02,15810.333333333334,486058269.22222203
2024-10-03,20609.0,792418492.3333334
2024-10-04,20604.333333333332,896445951.8888888
2024-10-05,11996.0,347536122.6666667
2024-10-06,22232.666666666668,1021489044.8888884
2024-10-07,20795.0,866437775.0
2024-10-08,17899.0,645680047.0
2024-10-09,21889.333333333332,1014339470.2222227
2024-10-10,19899.333333333332,891275914.2222222
2024-10-11,18159.0,702942012.3333334
2024-10-12,12959.333333333334,447820618.2222223
2024-10-13,9678.0,228362812.0
2024-10-14,13408.666666666666,438166714.2222225
2024-10-15,10193.666666666666,231030495.88888896
2024-10-16,12076.666666666666,337710271.5555556
2024-10-17,13360.0,472893418.6666667
2024-10-18,8519.0,230160919.0
2024-10-19,4946.333333333333,52740029.22222221
2024-10-20,5755.0,79077252.33333333
2024-10-21,5910.333333333333,89885189.22222227
2024-10-22,5307.0,72099924.33333333
2024-10-23,6264.666666666667,101442079.55555554
2024-10-24,6532.333333333333,112006186.55555551
2024-10-25,9201.666666666666,229465525.22222236
2024-10-26,9543.333333333334,265428154.22222185
2024-10-27,7017.666666666667,129096911.88888896
2024-10-28,8922.333333333334,232639597.2222221
2024-10-29,7817.666666666667,182257999.88888896
2024-10-30,6644.0,144471920.0
2024-10-31,6026.0,107261521.33333333
2024-11-01,5265.333333333333,97815134.22222225
2024-11-02,5094.0,85693804.0
2024-11-03,4001.3333333333335,54880232.88888887
2024-11-04,5834.0,115246364.0
2024-11-05,6352.666666666667,142674084.8888888
2024-11-06,6200.0,137295429.33333334
2024-11-07,5441.333333333333,113134376.88888903
2024-11-08,5007.333333333333,97661482.22222227
2024-11-09,4748.333333333333,85238383.88888888
2024-11-10,4509.0,79726356.33333333
2024-11-11,4416.0,79613130.66666667
2024-11-12,4029.6666666666665,67955970.55555554
2024-11-13,3645.3333333333335,57365539.555555604
2024-11-14,3180.6666666666665,45674020.888888866
2024-11-15,3093.6666666666665,43905815.88888887
2024-11-16,2463.6666666666665,28279794.555555537
2024-11-17,2649.6666666666665,34373429.2222222
2024-11-18,2005.0,20584889.666666668
2024-11-19,1671.6666666666667,14182322.555555535
2024-11-20,1963.6666666666667,20632773.22222223
2024-11-21,1906.6666666666667,20372296.8888889
2024-11-22,1505.6666666666667,13434901.222222218
2024-11-23,1495.6666666666667,13916055.888888901
2024-11-24,1135.3333333333333,7806724.888888899
2024-11-25,1182.0,9015425.333333334
2024-11-26,860.6666666666666,4846047.555555549
2024-11-27,837.0,4736068.333333333
2024-11-28,815.0,4805660.333333333
2024-11-29,590.6666666666666,2639502.222222223
2024-11-30,445.6666666666667,1536663.8888888878
2024-12-01,399.6666666666667,1249293.222222222
2024-12-02,489.0,1928092.3333333333
2024-12-03,347.3333333333333,1005530.2222222217
2024-12-04,321.0,904364.3333333334
2024-12-05,291.3333333333333,795247.5555555563
2024-12-06,239.0,556279.0
2024-12-07,209.0,463612.3333333333
2024-12-08,180.0,366165.3333333333
2024-12-09,131.33333333333334,217791.55555555515
2024-12-10,108.33333333333333,157631.88888888882
2024-12-11,83.66666666666667,105311.8888888888
2024-12-12,69.0,78404.33333333333
2024-12-13,53.333333333333336,51406.22222222228
2024-12-14,27.0,14324.333333333334
2024-12-15,23.0,11100.333333333334
2024-12-16,19.333333333333332,8596.888888888892
2024-12-17,13.666666666666666,4295.888888888891
2024-12-18,12.333333333333334,3498.5555555555547
2024-12-19,8.333333333333334,1597.2222222222229
2024-12-20,8.0,1472.0
2024-12-21,6.333333333333333,922.5555555555538
2024-12-22,6.666666666666667,1022.2222222222231
2024-12-23,9.333333333333334,2003.5555555555538
2024-12-24,11.333333333333334,2954.2222222222167
2024-12-25,12.666666666666666,3690.2222222222154
2024-12-26,17.666666666666668,6901.2222222222335
2024-12-27,28.666666666666668,17151.555555555537
2024-12-28,36.0,25504.0
2024-12-29,52.0,48128.0
2024-12-30,64.0,65360.0
2024-12-31,83.29411764705883,68796.67820069203
